Testcase_ID,Natural_Language_Query,Target_Law,Target_Section,Section_Title
773,"What is the rule for prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence in police investigation?",BNSS,215,"Prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence"
774,"What is the rule for procedure for witnesses in case of threatening, etc in police investigation?",BNSS,216,"Procedure for witnesses in case of threatening, etc"
775,What is the rule for prosecution for offences against state and for criminal conspiracy to commit such offence in police investigation?,BNSS,217,Prosecution for offences against State and for criminal conspiracy to commit such offence.
776,Tell me about the BNSS Section 218 guidelines.,BNSS,218,Prosecution of Judges and public servants
777,Tell me about the BNSS Section 219 guidelines.,BNSS,219,Prosecution for offences against marriage
778,"How does BNSS 2023 handle prosecution of offences under section 85 of bharatiya nyaya sanhita, 2023?",BNSS,220,"Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023"
779,What is the procedure for cognizance of offence under BNSS?,BNSS,221,Cognizance of offence
780,Tell me about the BNSS Section 222 guidelines.,BNSS,222,Prosecution for defamation
781,How does BNSS 2023 handle examination of complainant?,BNSS,223,Examination of complainant
782,What is the legal process of procedure by magistrate not competent to take cognizance of case?,BNSS,224,Procedure by Magistrate not competent to take cognizance of case
783,What is the rule for postponement of issue of process in police investigation?,BNSS,225,Postponement of issue of process
784,What does BNSS Section 226 say?,BNSS,226,Dismissal of complaint
785,How does BNSS 2023 handle issue of process?,BNSS,227,Issue of process
786,What does BNSS Section 228 say?,BNSS,228,Magistrate may dispense with personal attendance of accused
787,What does BNSS Section 229 say?,BNSS,229,Special summons in cases of petty offence
788,What is the legal process of supply to accused of copy of police report and other documents?,BNSS,230,Supply to accused of copy of police report and other documents
789,How does BNSS 2023 handle supply of copies of statements and documents to accused in other cases triable by court of session?,BNSS,231,Supply of copies of statements and documents to accused in other cases triable by Court of Session
790,Tell me about the BNSS Section 232 guidelines.,BNSS,232,Commitment of case to Court of Session when offence is triable exclusively by it
791,What is the rule for procedure to be followed when there is a complaint case and police investigation in respect of same offence in police investigation?,BNSS,233,Procedure to be followed when there is a complaint case and police investigation in respect of same offence
792,What is the rule for contents of charge in police investigation?,BNSS,234,Contents of charge
793,"Explain Section 235 of BNSS regarding particulars as to time, place and person.",BNSS,235,"Particulars as to time, place and person"
794,What does BNSS Section 236 say?,BNSS,236,When manner of committing offence must be stated
795,How does BNSS 2023 handle words in charge taken in sense of law under which offence is punishable?,BNSS,237,Words in charge taken in sense of law under which offence is punishable
796,How does BNSS 2023 handle effect of errors?,BNSS,238,Effect of errors
797,What is the procedure for court may alter charge under BNSS?,BNSS,239,Court may alter charge
798,What is the procedure for recall of witnesses when charge altered under BNSS?,BNSS,240,Recall of witnesses when charge altered
799,How does BNSS 2023 handle separate charges for distinct offences?,BNSS,241,Separate charges for distinct offences
800,How does BNSS 2023 handle offences of same kind within year may be charged together?,BNSS,242,Offences of same kind within year may be charged together
801,Tell me about the BNSS Section 243 guidelines.,BNSS,243,Trial for more than one offence
802,What is the legal process of where it is doubtful what offence has been committed?,BNSS,244,Where it is doubtful what offence has been committed
803,How does BNSS 2023 handle when offence proved included in offence charged?,BNSS,245,When offence proved included in offence charged
804,What is the rule for what persons may be charged jointly in police investigation?,BNSS,246,What persons may be charged jointly
805,What is the legal process of withdrawal of remaining charges on conviction on one of several charges?,BNSS,247,Withdrawal of remaining charges on conviction on one of several charges
806,What does BNSS Section 248 say?,BNSS,248,Trial to be conducted by Public Prosecutor
807,What is the procedure for opening case for prosecution under BNSS?,BNSS,249,Opening case for prosecution
808,What is the procedure for discharge under BNSS?,BNSS,250,Discharge
809,What does BNSS Section 251 say?,BNSS,251,Framing of charge
810,What is the legal process of conviction on plea of guilty?,BNSS,252,Conviction on plea of guilty
811,What is the procedure for date for prosecution evidence under BNSS?,BNSS,253,Date for prosecution evidence
812,What is the legal process of evidence for prosecution?,BNSS,254,Evidence for prosecution
813,Explain Section 255 of BNSS regarding acquittal.,BNSS,255,Acquittal
814,What is the procedure for entering upon defence under BNSS?,BNSS,256,Entering upon defence
815,What does BNSS Section 257 say?,BNSS,257,Arguments
816,How does BNSS 2023 handle judgment of acquittal or conviction?,BNSS,258,Judgment of acquittal or conviction
817,What is the procedure for previous conviction under BNSS?,BNSS,259,Previous conviction
818,What is the procedure for procedure in cases instituted under sub-section (2) of section 222 under BNSS?,BNSS,260,Procedure in cases instituted under sub-section (2) of section 222
819,What does BNSS Section 261 say?,BNSS,261,Compliance with section 230
820,How does BNSS 2023 handle when accused shall be discharged?,BNSS,262,When accused shall be discharged
821,What is the legal process of framing of charge?,BNSS,263,Framing of charge
822,Tell me about the BNSS Section 264 guidelines.,BNSS,264,Conviction on plea of guilty
823,What is the procedure for evidence for prosecution under BNSS?,BNSS,265,Evidence for prosecution
824,What does BNSS Section 266 say?,BNSS,266,Evidence for defence
825,Explain Section 267 of BNSS regarding evidence for prosecution.,BNSS,267,Evidence for prosecution
826,Explain Section 268 of BNSS regarding when accused shall be discharged.,BNSS,268,When accused shall be discharged
827,What does BNSS Section 269 say?,BNSS,269,Procedure where accused is not discharged
828,What is the legal process of evidence for defence?,BNSS,270,Evidence for defence
829,Tell me about the BNSS Section 271 guidelines.,BNSS,271,Acquittal or conviction
830,What is the procedure for absence of complainant under BNSS?,BNSS,272,Absence of complainant
831,How does BNSS 2023 handle compensation for accusation without reasonable cause?,BNSS,273,Compensation for accusation without reasonable cause
832,What is the rule for substance of accusation to be stated in police investigation?,BNSS,274,Substance of accusation to be stated
833,Tell me about the BNSS Section 275 guidelines.,BNSS,275,Conviction on plea of guilty
834,What is the procedure for conviction on plea of guilty in absence of accused in petty cases under BNSS?,BNSS,276,Conviction on plea of guilty in absence of accused in petty cases
835,How does BNSS 2023 handle procedure when not convicted?,BNSS,277,Procedure when not convicted
836,What is the legal process of acquittal or conviction?,BNSS,278,Acquittal or conviction
837,What is the procedure for non-appearance or death of complainant under BNSS?,BNSS,279,Non-appearance or death of complainant
838,What does BNSS Section 280 say?,BNSS,280,Withdrawal of complaint
839,What does BNSS Section 281 say?,BNSS,281,Power to stop proceedings in certain cases
840,Tell me about the BNSS Section 282 guidelines.,BNSS,282,Power of Court to convert summonscases into warrant-cases
841,Tell me about the BNSS Section 283 guidelines.,BNSS,283,Power to try summarily
842,How does BNSS 2023 handle summary trial by magistrate of second class?,BNSS,284,Summary trial by Magistrate of second class
843,How does BNSS 2023 handle procedure for summary trials?,BNSS,285,Procedure for summary trials
844,What is the rule for record in summary trials in police investigation?,BNSS,286,Record in summary trials
845,Tell me about the BNSS Section 287 guidelines.,BNSS,287,Judgment in cases tried summarily
846,Tell me about the BNSS Section 288 guidelines.,BNSS,288,Language of record and judgment
847,What is the rule for application of chapter in police investigation?,BNSS,289,Application of Chapter
848,What is the rule for application for plea bargaining in police investigation?,BNSS,290,Application for plea bargaining
849,Explain Section 291 of BNSS regarding guidelines for mutually satisfactory disposition.,BNSS,291,Guidelines for mutually satisfactory disposition
850,Tell me about the BNSS Section 292 guidelines.,BNSS,292,Report of mutually satisfactory disposition to be submitted before Court
851,Tell me about the BNSS Section 293 guidelines.,BNSS,293,Disposal of case
852,What is the procedure for judgment of court under BNSS?,BNSS,294,Judgment of Court
853,How does BNSS 2023 handle finality of judgment?,BNSS,295,Finality of judgment
854,Tell me about the BNSS Section 296 guidelines.,BNSS,296,Power of Court in plea bargaining
855,How does BNSS 2023 handle period of detention undergone by accused to be set off against sentence of imprisonment?,BNSS,297,Period of detention undergone by accused to be set off against sentence of imprisonment
856,Tell me about the BNSS Section 298 guidelines.,BNSS,298,Savings
857,What is the legal process of statements of accused not to be used?,BNSS,299,Statements of accused not to be used
858,Explain Section 300 of BNSS regarding non-application of chapter.,BNSS,300,Non-application of Chapter
859,What is the rule for definitions in police investigation?,BNSS,301,Definitions
860,What is the rule for power to require attendance of prisoners in police investigation?,BNSS,302,Power to require attendance of prisoners
861,What is the rule for power of state government or central government to exclude certain persons from operation of section 302 in police investigation?,BNSS,303,Power of State Government or Central Government to exclude certain persons from operation of section 302
862,How does BNSS 2023 handle officer in charge of prison to abstain from carrying out order in certain contingencies?,BNSS,304,Officer in charge of prison to abstain from carrying out order in certain contingencies
863,What does BNSS Section 305 say?,BNSS,305,Prisoner to be brought to Court in custody
864,What is the legal process of power to issue commission for examination of witness in prison?,BNSS,306,Power to issue commission for examination of witness in prison
865,What does BNSS Section 307 say?,BNSS,307,Language of Courts
866,What is the rule for evidence to be taken in presence of accused in police investigation?,BNSS,308,Evidence to be taken in presence of accused
867,Tell me about the BNSS Section 309 guidelines.,BNSS,309,Record in summonscases and inquiries
868,Explain Section 310 of BNSS regarding record in warrant-cases.,BNSS,310,Record in warrant-cases
869,How does BNSS 2023 handle record in trial before court of session?,BNSS,311,Record in trial before Court of Session
870,What does BNSS Section 312 say?,BNSS,312,Language of record of evidence
871,Tell me about the BNSS Section 313 guidelines.,BNSS,313,Procedure in regard to such evidence when completed
872,Explain Section 314 of BNSS regarding interpretation of evidence to accused or his advocate.,BNSS,314,Interpretation of evidence to accused or his advocate
873,Tell me about the BNSS Section 315 guidelines.,BNSS,315,Remarks respecting demeanour of witness
874,What does BNSS Section 316 say?,BNSS,316,Record of examination of accused
875,How does BNSS 2023 handle interpreter to be bound to interpret truthfully?,BNSS,317,Interpreter to be bound to interpret truthfully
876,What is the legal process of record in high court?,BNSS,318,Record in High Court
877,What is the rule for when attendance of witness may be dispensed with and commission issued in police investigation?,BNSS,319,When attendance of witness may be dispensed with and commission issued
878,Tell me about the BNSS Section 320 guidelines.,BNSS,320,Commission to whom to be issued
879,Tell me about the BNSS Section 321 guidelines.,BNSS,321,Execution of commissions
880,What is the procedure for parties may examine witnesses under BNSS?,BNSS,322,Parties may examine witnesses
881,What does BNSS Section 323 say?,BNSS,323,Return of commission
882,What does BNSS Section 324 say?,BNSS,324,Adjournment of proceeding
883,What is the legal process of execution of foreign commissions?,BNSS,325,Execution of foreign commissions
884,What is the legal process of deposition of medical witness?,BNSS,326,Deposition of medical witness
885,What is the legal process of identification report of magistrate?,BNSS,327,Identification report of Magistrate
886,Explain Section 328 of BNSS regarding evidence of officers of mint.,BNSS,328,Evidence of officers of Mint
887,What is the legal process of reports of certain government scientific experts?,BNSS,329,Reports of certain Government scientific experts
888,What is the procedure for no formal proof of certain documents under BNSS?,BNSS,330,No formal proof of certain documents
889,How does BNSS 2023 handle affidavit in proof of conduct of public servants?,BNSS,331,Affidavit in proof of conduct of public servants
890,What is the legal process of evidence of formal character on affidavit?,BNSS,332,Evidence of formal character on affidavit
891,How does BNSS 2023 handle authorities before whom affidavits may be sworn?,BNSS,333,Authorities before whom affidavits may be sworn
892,What is the procedure for previous conviction or acquittal how proved under BNSS?,BNSS,334,Previous conviction or acquittal how proved
893,Tell me about the BNSS Section 335 guidelines.,BNSS,335,Record of evidence in absence of accused
894,"What is the legal process of evidence of public servants, experts, police officers in certain cases?",BNSS,336,"Evidence of public servants, experts, police officers in certain cases"
895,What is the legal process of person once convicted or acquitted not to be tried for same offence?,BNSS,337,Person once convicted or acquitted not to be tried for same offence
896,Tell me about the BNSS Section 338 guidelines.,BNSS,338,Appearance by Public Prosecutors
897,Tell me about the BNSS Section 339 guidelines.,BNSS,339,Permission to conduct prosecution
898,How does BNSS 2023 handle right of person against whom proceedings are instituted to be defended?,BNSS,340,Right of person against whom proceedings are instituted to be defended
899,What is the rule for legal aid to accused at state expense in certain cases in police investigation?,BNSS,341,Legal aid to accused at State expense in certain cases
900,What is the procedure for procedure when corporation or registered society is an accused under BNSS?,BNSS,342,Procedure when corporation or registered society is an accused
901,What does BNSS Section 343 say?,BNSS,343,Tender of pardon to accomplice
902,Tell me about the BNSS Section 344 guidelines.,BNSS,344,Power to direct tender of pardon
903,Tell me about the BNSS Section 345 guidelines.,BNSS,345,Trial of person not complying with conditions of pardon
904,What is the procedure for power to postpone or adjourn proceedings under BNSS?,BNSS,346,Power to postpone or adjourn proceedings
905,Tell me about the BNSS Section 347 guidelines.,BNSS,347,Local inspection
906,"How does BNSS 2023 handle power to summon material witness, or examine person present?",BNSS,348,"Power to summon material witness, or examine person present"
907,"What is the procedure for power of magistrate to order person to give specimen signatures or handwriting, etc under BNSS?",BNSS,349,"Power of Magistrate to order person to give specimen signatures or handwriting, etc"
908,How does BNSS 2023 handle expenses of complainants and witnesses?,BNSS,350,Expenses of complainants and witnesses
909,How does BNSS 2023 handle power to examine accused?,BNSS,351,Power to examine accused
910,What is the legal process of oral arguments and memorandum of arguments?,BNSS,352,Oral arguments and memorandum of arguments
911,What is the procedure for accused person to be competent witness under BNSS?,BNSS,353,Accused person to be competent witness
912,How does BNSS 2023 handle no influence to be used to induce disclosure?,BNSS,354,No influence to be used to induce disclosure
913,How does BNSS 2023 handle provision for inquiries and trial being held in absence of accused in certain cases?,BNSS,355,Provision for inquiries and trial being held in absence of accused in certain cases
914,"What is the rule for inquiry, trial or judgment in absentia of proclaimed offender in police investigation?",BNSS,356,"Inquiry, trial or judgment in absentia of proclaimed offender"
915,What is the legal process of procedure where accused does not understand proceedings?,BNSS,357,Procedure where accused does not understand proceedings
916,What is the rule for power to proceed against other persons appearing to be guilty of offence in police investigation?,BNSS,358,Power to proceed against other persons appearing to be guilty of offence
917,What is the rule for compounding of offences in police investigation?,BNSS,359,Compounding of offences
918,What is the rule for withdrawal from prosecution in police investigation?,BNSS,360,Withdrawal from prosecution
919,Tell me about the BNSS Section 361 guidelines.,BNSS,361,Procedure in cases which Magistrate cannot dispose of
920,"What is the rule for procedure when after commencement of inquiry or trial, magistrate finds case should be committed in police investigation?",BNSS,362,"Procedure when after commencement of inquiry or trial, Magistrate finds case should be committed"
921,What does BNSS Section 363 say?,BNSS,363,"Trial of persons previously convicted of offences against coinage, stamp-law or property."
922,Tell me about the BNSS Section 364 guidelines.,BNSS,364,Procedure when Magistrate cannot pass sentence sufficiently severe
923,What is the legal process of conviction or commitment on evidence partly recorded by one magistrate and partly by another?,BNSS,365,Conviction or commitment on evidence partly recorded by one Magistrate and partly by another
924,Explain Section 366 of BNSS regarding court to be open.,BNSS,366,Court to be open
925,How does BNSS 2023 handle procedure in case of accused being person of unsound mind?,BNSS,367,Procedure in case of accused being person of unsound mind
926,Explain Section 368 of BNSS regarding procedure in case of person of unsound mind tried before court.,BNSS,368,Procedure in case of person of unsound mind tried before Court
927,How does BNSS 2023 handle release of person of unsound mind pending investigation or trial?,BNSS,369,Release of person of unsound mind pending investigation or trial
928,What is the rule for resumption of inquiry or trial in police investigation?,BNSS,370,Resumption of inquiry or trial
929,What is the rule for procedure on accused appearing before magistrate or court in police investigation?,BNSS,371,Procedure on accused appearing before Magistrate or Court
930,What is the rule for when accused appears to have been of sound mind in police investigation?,BNSS,372,When accused appears to have been of sound mind
931,What is the rule for judgment of acquittal on ground of unsoundness of mind in police investigation?,BNSS,373,Judgment of acquittal on ground of unsoundness of mind
932,What is the rule for person acquitted on ground of unsoundness of mind to be detained in safe custody in police investigation?,BNSS,374,Person acquitted on ground of unsoundness of mind to be detained in safe custody
933,Explain Section 375 of BNSS regarding power of state government to empower officer in charge to discharge.,BNSS,375,Power of State Government to empower officer in charge to discharge
934,Explain Section 376 of BNSS regarding procedure where prisoner of unsound mind is reported capable of making his defence.,BNSS,376,Procedure where prisoner of unsound mind is reported capable of making his defence
935,How does BNSS 2023 handle procedure where person of unsound mind detained is declared fit to be released?,BNSS,377,Procedure where person of unsound mind detained is declared fit to be released
936,Tell me about the BNSS Section 378 guidelines.,BNSS,378,Delivery of person of unsound mind to care of relative or friend
937,How does BNSS 2023 handle procedure in cases mentioned in section 215?,BNSS,379,Procedure in cases mentioned in section 215
938,Tell me about the BNSS Section 380 guidelines.,BNSS,380,Appeal
939,What is the procedure for power to order costs under BNSS?,BNSS,381,Power to order costs
940,What does BNSS Section 382 say?,BNSS,382,Procedure of Magistrate taking cognizance
941,What is the rule for summary procedure for trial for giving false evidence in police investigation?,BNSS,383,Summary procedure for trial for giving false evidence
942,What does BNSS Section 384 say?,BNSS,384,Procedure in certain cases of contempt
943,What is the procedure for procedure where court considers that case should not be dealt with under section 384 under BNSS?,BNSS,385,Procedure where Court considers that case should not be dealt with under section 384
944,How does BNSS 2023 handle when registrar or sub-registrar to be deemed a civil court?,BNSS,386,When Registrar or Sub-Registrar to be deemed a Civil Court
945,What does BNSS Section 387 say?,BNSS,387,Discharge of offender on submission of apology
946,What does BNSS Section 388 say?,BNSS,388,Imprisonment or committal of person refusing to answer or produce document
947,What is the rule for summary procedure for punishment for non-attendance by a witness in obedience to summons in police investigation?,BNSS,389,Summary procedure for punishment for non-attendance by a witness in obedience to summons
948,"What is the rule for appeals from convictions under sections 383, 384, 388 and 389 in police investigation?",BNSS,390,"Appeals from convictions under sections 383, 384, 388 and 389"
949,What is the legal process of certain judges and magistrates not to try certain offences when committed before themselves?,BNSS,391,Certain Judges and Magistrates not to try certain offences when committed before themselves
950,How does BNSS 2023 handle judgment?,BNSS,392,Judgment
951,What does BNSS Section 393 say?,BNSS,393,Language and contents of judgment
952,Explain Section 394 of BNSS regarding order for notifying address of previously convicted offender.,BNSS,394,Order for notifying address of previously convicted offender
953,What is the procedure for order to pay compensation under BNSS?,BNSS,395,Order to pay compensation
954,What does BNSS Section 396 say?,BNSS,396,Victim compensation scheme
955,What is the procedure for treatment of victims under BNSS?,BNSS,397,Treatment of victims
956,What is the rule for witness protection scheme in police investigation?,BNSS,398,Witness protection scheme
957,How does BNSS 2023 handle compensation to persons groundlessly arrested?,BNSS,399,Compensation to persons groundlessly arrested
958,What is the legal process of order to pay costs in non-cognizable cases?,BNSS,400,Order to pay costs in non-cognizable cases
959,What is the procedure for order to release on probation of good conduct or after admonition under BNSS?,BNSS,401,Order to release on probation of good conduct or after admonition
960,Tell me about the BNSS Section 402 guidelines.,BNSS,402,Special reasons to be recorded in certain cases
961,What is the procedure for court not to alter judgment under BNSS?,BNSS,403,Court not to alter judgment
962,Tell me about the BNSS Section 404 guidelines.,BNSS,404,Copy of judgment to be given to accused and other persons
963,What is the legal process of judgment when to be translated?,BNSS,405,Judgment when to be translated
964,What is the procedure for court of session to send copy of finding and sentence to district magistrate under BNSS?,BNSS,406,Court of Session to send copy of finding and sentence to District Magistrate
965,Explain Section 407 of BNSS regarding sentence of death to be submitted by court of session for confirmation.,BNSS,407,Sentence of death to be submitted by Court of Session for confirmation
966,Explain Section 408 of BNSS regarding power to direct further inquiry to be made or additional evidence to be taken.,BNSS,408,Power to direct further inquiry to be made or additional evidence to be taken
967,How does BNSS 2023 handle power of high court to confirm sentence or annul conviction?,BNSS,409,Power of High Court to confirm sentence or annul conviction
968,Tell me about the BNSS Section 410 guidelines.,BNSS,410,Confirmation or new sentence to be signed by two Judges
969,What does BNSS Section 411 say?,BNSS,411,Procedure in case of difference of opinion
970,What is the rule for procedure in cases submitted to high court for confirmation in police investigation?,BNSS,412,Procedure in cases submitted to High Court for confirmation
971,Tell me about the BNSS Section 413 guidelines.,BNSS,413,No appeal to lie unless otherwise provided
972,What is the legal process of appeal from orders requiring security or refusal to accept or rejecting surety for keeping peace or good behavior?,BNSS,414,Appeal from orders requiring security or refusal to accept or rejecting surety for keeping peace or good behavior
973,What is the procedure for appeals from convictions under BNSS?,BNSS,415,Appeals from convictions
974,How does BNSS 2023 handle no appeal in certain cases when accused pleads guilty?,BNSS,416,No appeal in certain cases when accused pleads guilty
975,Tell me about the BNSS Section 417 guidelines.,BNSS,417,No appeal in petty cases
976,What is the rule for appeal by state government against sentence in police investigation?,BNSS,418,Appeal by State Government against sentence
977,How does BNSS 2023 handle appeal in case of acquittal?,BNSS,419,Appeal in case of acquittal
978,Explain Section 420 of BNSS regarding appeal against conviction by high court in certain cases.,BNSS,420,Appeal against conviction by High Court in certain cases
979,What is the rule for special right of appeal in certain cases in police investigation?,BNSS,421,Special right of appeal in certain cases
980,Tell me about the BNSS Section 422 guidelines.,BNSS,422,Appeal to Court of Session how heard
981,What is the legal process of petition of appeal?,BNSS,423,Petition of appeal
982,Explain Section 424 of BNSS regarding procedure when appellant in jail.,BNSS,424,Procedure when appellant in jail
983,What does BNSS Section 425 say?,BNSS,425,Summary dismissal of appeal
984,Tell me about the BNSS Section 426 guidelines.,BNSS,426,Procedure for hearing appeals not dismissed summarily
985,What is the rule for powers of appellate court in police investigation?,BNSS,427,Powers of Appellate Court
986,How does BNSS 2023 handle judgments of subordinate appellate court?,BNSS,428,Judgments of subordinate Appellate Court
987,What is the procedure for order of high court on appeal to be certified to lower court under BNSS?,BNSS,429,Order of High Court on appeal to be certified to lower Court
988,Explain Section 430 of BNSS regarding suspension of sentence pending appeal; release of appellant on bail.,BNSS,430,Suspension of sentence pending appeal; release of appellant on bail
989,Explain Section 431 of BNSS regarding arrest of accused in appeal from acquittal.,BNSS,431,Arrest of accused in appeal from acquittal
990,How does BNSS 2023 handle appellate court may take further evidence or direct it to be taken?,BNSS,432,Appellate Court may take further evidence or direct it to be taken
991,How does BNSS 2023 handle procedure where judges of court of appeal are equally divided?,BNSS,433,Procedure where Judges of Court of appeal are equally divided
992,Tell me about the BNSS Section 434 guidelines.,BNSS,434,Finality of judgments and orders on appeal
993,What does BNSS Section 435 say?,BNSS,435,Abatement of appeals
994,What is the legal process of reference to high court?,BNSS,436,Reference to High Court
995,What is the legal process of disposal of case according to decision of high court?,BNSS,437,Disposal of case according to decision of High Court
996,What is the legal process of calling for records to exercise powers of revision?,BNSS,438,Calling for records to exercise powers of revision
997,What is the rule for power to order inquiry in police investigation?,BNSS,439,Power to order inquiry
998,Tell me about the BNSS Section 440 guidelines.,BNSS,440,Sessions Judge's powers of revision
999,What is the legal process of power of additional sessions judge?,BNSS,441,Power of Additional Sessions Judge
1000,What is the procedure for high court's powers of revision under BNSS?,BNSS,442,High Court's powers of revision
1001,What does BNSS Section 443 say?,BNSS,443,Power of High Court to withdraw or transfer revision cases
1002,Explain Section 444 of BNSS regarding option of court to hear parties.,BNSS,444,Option of Court to hear parties
1003,What is the rule for high court's order to be certified to lower court in police investigation?,BNSS,445,High Court's order to be certified to lower Court
1004,What is the procedure for power of supreme court to transfer cases and appeals under BNSS?,BNSS,446,Power of Supreme Court to transfer cases and appeals
1005,What does BNSS Section 447 say?,BNSS,447,Power of High Court to transfer cases and appeals
1006,Tell me about the BNSS Section 448 guidelines.,BNSS,448,Power of Sessions Judge to transfer cases and appeals
1007,Tell me about the BNSS Section 449 guidelines.,BNSS,449,Withdrawal of cases and appeals by Sessions Judges
1008,What is the legal process of withdrawal of cases by judicial magistrates?,BNSS,450,Withdrawal of cases by Judicial Magistrates
1009,Tell me about the BNSS Section 451 guidelines.,BNSS,451,Making over or withdrawal of cases by Executive Magistrates
1010,Tell me about the BNSS Section 452 guidelines.,BNSS,452,Reasons to be recorded
1011,How does BNSS 2023 handle execution of order passed under section 409?,BNSS,453,Execution of order passed under section 409
1012,What is the rule for execution of sentence of death passed by high court in police investigation?,BNSS,454,Execution of sentence of death passed by High Court
1013,What is the procedure for postponement of execution of sentence of death in case of appeal to supreme court under BNSS?,BNSS,455,Postponement of execution of sentence of death in case of appeal to Supreme Court.
1014,Explain Section 456 of BNSS regarding commutation of sentence of death on pregnant woman.,BNSS,456,Commutation of sentence of death on pregnant woman
1015,What does BNSS Section 457 say?,BNSS,457,Power to appoint place of imprisonment
1016,What does BNSS Section 458 say?,BNSS,458,Execution of sentence of imprisonment
1017,Tell me about the BNSS Section 459 guidelines.,BNSS,459,Direction of warrant for execution
1018,Tell me about the BNSS Section 460 guidelines.,BNSS,460,Warrant with whom to be lodged
1019,What is the legal process of warrant for levy of fine?,BNSS,461,Warrant for levy of fine
1020,What is the rule for effect of such warrant in police investigation?,BNSS,462,Effect of such warrant
1021,Explain Section 463 of BNSS regarding warrant for levy of fine issued by a court in any territory to which this sanhita does not extend.,BNSS,463,Warrant for levy of fine issued by a Court in any territory to which this Sanhita does not extend.
1022,What is the legal process of suspension of execution of sentence of imprisonment?,BNSS,464,Suspension of execution of sentence of imprisonment
1023,What is the rule for who may issue warrant in police investigation?,BNSS,465,Who may issue warrant
1024,What is the legal process of sentence on escaped convict when to take effect?,BNSS,466,Sentence on escaped convict when to take effect
1025,Tell me about the BNSS Section 467 guidelines.,BNSS,467,Sentence on offender already sentenced for another offence
1026,What does BNSS Section 468 say?,BNSS,468,Period of detention undergone by accused to be set off against sentence of imprisonment
1027,What does BNSS Section 469 say?,BNSS,469,Saving
1028,What is the rule for return of warrant on execution of sentence in police investigation?,BNSS,470,Return of warrant on execution of sentence
1029,What is the procedure for money ordered to be paid recoverable as a fine under BNSS?,BNSS,471,Money ordered to be paid recoverable as a fine
1030,What does BNSS Section 472 say?,BNSS,472,Mercy petition in death sentence cases
1031,What does BNSS Section 473 say?,BNSS,473,Power to suspend or remit sentences
1032,How does BNSS 2023 handle power to commute sentence?,BNSS,474,Power to commute sentence
1033,What is the procedure for restriction on powers of remission or commutation in certain cases under BNSS?,BNSS,475,Restriction on powers of remission or commutation in certain cases
1034,What is the rule for concurrent power of central government in case of death sentences in police investigation?,BNSS,476,Concurrent power of Central Government in case of death sentences
1035,What is the legal process of state government to act after concurrence with central government in certain cases?,BNSS,477,State Government to act after concurrence with Central Government in certain cases
1036,Explain Section 478 of BNSS regarding in what cases bail to be taken.,BNSS,478,In what cases bail to be taken
1037,Explain Section 479 of BNSS regarding maximum period for which under trial prisoner can be detained.,BNSS,479,Maximum period for which under trial prisoner can be detained
1038,What is the procedure for when bail may be taken in case of non-bailable offence under BNSS?,BNSS,480,When bail may be taken in case of non-bailable offence
1039,What does BNSS Section 481 say?,BNSS,481,Bail to require accused to appear before next Appellate Court
1040,How does BNSS 2023 handle direction for grant of bail to person apprehending arrest?,BNSS,482,Direction for grant of bail to person apprehending arrest
1041,What is the rule for special powers of high court or court of session regarding bail in police investigation?,BNSS,483,Special powers of High Court or Court of Session regarding bail
1042,What is the legal process of amount of bond and reduction thereof?,BNSS,484,Amount of bond and reduction thereof
1043,Explain Section 485 of BNSS regarding bond of accused and sureties.,BNSS,485,Bond of accused and sureties
1044,What is the rule for declaration by sureties in police investigation?,BNSS,486,Declaration by sureties
1045,How does BNSS 2023 handle discharge from custody?,BNSS,487,Discharge from custody
1046,What is the procedure for power to order sufficient bail when that first taken is insufficient under BNSS?,BNSS,488,Power to order sufficient bail when that first taken is insufficient
1047,Tell me about the BNSS Section 489 guidelines.,BNSS,489,Discharge of sureties
1048,How does BNSS 2023 handle deposit instead of recognizance?,BNSS,490,Deposit instead of recognizance
1049,Tell me about the BNSS Section 491 guidelines.,BNSS,491,Procedure when bond has been forfeited
1050,Tell me about the BNSS Section 492 guidelines.,BNSS,492,Cancellation of bond and bail bond
1051,Tell me about the BNSS Section 493 guidelines.,BNSS,493,Procedure in case of insolvency or death of surety or when a bond is forfeited
1052,What does BNSS Section 494 say?,BNSS,494,Bond required from child
1053,What is the legal process of appeal from orders under section 491?,BNSS,495,Appeal from orders under section 491
1054,What does BNSS Section 496 say?,BNSS,496,Power to direct levy of amount due on certain recognizances
1055,Tell me about the BNSS Section 497 guidelines.,BNSS,497,Order for custody and disposal of property pending trial in certain cases
1056,What is the procedure for order for disposal of property at conclusion of trial under BNSS?,BNSS,498,Order for disposal of property at conclusion of trial
1057,What is the rule for payment to innocent purchaser of money found on accused in police investigation?,BNSS,499,Payment to innocent purchaser of money found on accused
1058,What is the procedure for appeal against orders under section 498 or section 499 under BNSS?,BNSS,500,Appeal against orders under section 498 or section 499
1059,Tell me about the BNSS Section 501 guidelines.,BNSS,501,Destruction of libellous and other matter
1060,What does BNSS Section 502 say?,BNSS,502,Power to restore possession of immovable property
1061,Tell me about the BNSS Section 503 guidelines.,BNSS,503,Procedure by police upon seizure of property
