Testcase_ID,Pure_Natural_Language_Query,Target_Law,Target_Section,Section_Title
794,What is the legal procedure for when manner of committing offence must be stated?,BNSS,236,When manner of committing offence must be stated
795,How is words in charge taken in sense of law under which offence is punishable handled during a police investigation?,BNSS,237,Words in charge taken in sense of law under which offence is punishable
796,How is effect of errors handled during a police investigation?,BNSS,238,Effect of errors
797,What is the process of court may alter charge in court?,BNSS,239,Court may alter charge
798,How is recall of witnesses when charge altered handled during a police investigation?,BNSS,240,Recall of witnesses when charge altered
799,What are the guidelines regarding separate charges for distinct offences?,BNSS,241,Separate charges for distinct offences
800,What is the process of offences of same kind within year may be charged together in court?,BNSS,242,Offences of same kind within year may be charged together
801,How is trial for more than one offence handled during a police investigation?,BNSS,243,Trial for more than one offence
802,What is the process of where it is doubtful what offence has been committed in court?,BNSS,244,Where it is doubtful what offence has been committed
803,What are the guidelines regarding when offence proved included in offence charged?,BNSS,245,When offence proved included in offence charged
804,What is the legal procedure for what persons may be charged jointly?,BNSS,246,What persons may be charged jointly
805,What is the legal procedure for withdrawal of remaining charges on conviction on one of several charges?,BNSS,247,Withdrawal of remaining charges on conviction on one of several charges
806,How is trial to be conducted by public prosecutor handled during a police investigation?,BNSS,248,Trial to be conducted by Public Prosecutor
807,How is opening case for prosecution handled during a police investigation?,BNSS,249,Opening case for prosecution
808,What are the guidelines regarding discharge?,BNSS,250,Discharge
809,What is the process of framing of charge in court?,BNSS,251,Framing of charge
810,What is the process of conviction on plea of guilty in court?,BNSS,252,Conviction on plea of guilty
811,What are the guidelines regarding date for prosecution evidence?,BNSS,253,Date for prosecution evidence
812,What is the process of evidence for prosecution in court?,BNSS,254,Evidence for prosecution
813,What is the legal procedure for acquittal?,BNSS,255,Acquittal
814,What is the legal procedure for entering upon defence?,BNSS,256,Entering upon defence
815,What is the legal procedure for arguments?,BNSS,257,Arguments
816,How is judgment of acquittal or conviction handled during a police investigation?,BNSS,258,Judgment of acquittal or conviction
817,What are the guidelines regarding previous conviction?,BNSS,259,Previous conviction
818,What is the legal procedure for procedure in cases instituted under sub-section (2) of section 222?,BNSS,260,Procedure in cases instituted under sub-section (2) of section 222
819,How is compliance with section 230 handled during a police investigation?,BNSS,261,Compliance with section 230
820,How is when accused shall be discharged handled during a police investigation?,BNSS,262,When accused shall be discharged
821,What is the legal procedure for framing of charge?,BNSS,263,Framing of charge
822,What is the process of conviction on plea of guilty in court?,BNSS,264,Conviction on plea of guilty
823,How is evidence for prosecution handled during a police investigation?,BNSS,265,Evidence for prosecution
824,What is the legal procedure for evidence for defence?,BNSS,266,Evidence for defence
825,How is evidence for prosecution handled during a police investigation?,BNSS,267,Evidence for prosecution
826,How is when accused shall be discharged handled during a police investigation?,BNSS,268,When accused shall be discharged
827,What is the legal procedure for procedure where accused is not discharged?,BNSS,269,Procedure where accused is not discharged
828,What is the legal procedure for evidence for defence?,BNSS,270,Evidence for defence
829,What are the guidelines regarding acquittal or conviction?,BNSS,271,Acquittal or conviction
830,What is the process of absence of complainant in court?,BNSS,272,Absence of complainant
831,What is the legal procedure for compensation for accusation without reasonable cause?,BNSS,273,Compensation for accusation without reasonable cause
832,How is substance of accusation to be stated handled during a police investigation?,BNSS,274,Substance of accusation to be stated
833,What is the process of conviction on plea of guilty in court?,BNSS,275,Conviction on plea of guilty
834,What are the guidelines regarding conviction on plea of guilty in absence of accused in petty cases?,BNSS,276,Conviction on plea of guilty in absence of accused in petty cases
835,What is the legal procedure for procedure when not convicted?,BNSS,277,Procedure when not convicted
836,How is acquittal or conviction handled during a police investigation?,BNSS,278,Acquittal or conviction
837,What are the guidelines regarding non-appearance or death of complainant?,BNSS,279,Non-appearance or death of complainant
838,What is the process of withdrawal of complaint in court?,BNSS,280,Withdrawal of complaint
839,What are the guidelines regarding power to stop proceedings in certain cases?,BNSS,281,Power to stop proceedings in certain cases
840,What is the legal procedure for power of court to convert summonscases into warrant-cases?,BNSS,282,Power of Court to convert summonscases into warrant-cases
841,What are the guidelines regarding power to try summarily?,BNSS,283,Power to try summarily
842,How is summary trial by magistrate of second class handled during a police investigation?,BNSS,284,Summary trial by Magistrate of second class
843,What are the guidelines regarding procedure for summary trials?,BNSS,285,Procedure for summary trials
844,What is the process of record in summary trials in court?,BNSS,286,Record in summary trials
845,What is the legal procedure for judgment in cases tried summarily?,BNSS,287,Judgment in cases tried summarily
846,What is the process of language of record and judgment in court?,BNSS,288,Language of record and judgment
847,How is application of chapter handled during a police investigation?,BNSS,289,Application of Chapter
848,How is application for plea bargaining handled during a police investigation?,BNSS,290,Application for plea bargaining
849,What are the guidelines regarding guidelines for mutually satisfactory disposition?,BNSS,291,Guidelines for mutually satisfactory disposition
850,How is report of mutually satisfactory disposition to be submitted before court handled during a police investigation?,BNSS,292,Report of mutually satisfactory disposition to be submitted before Court
851,What is the legal procedure for disposal of case?,BNSS,293,Disposal of case
852,What are the guidelines regarding judgment of court?,BNSS,294,Judgment of Court
853,What is the process of finality of judgment in court?,BNSS,295,Finality of judgment
854,What are the guidelines regarding power of court in plea bargaining?,BNSS,296,Power of Court in plea bargaining
855,What is the process of period of detention undergone by accused to be set off against sentence of imprisonment in court?,BNSS,297,Period of detention undergone by accused to be set off against sentence of imprisonment
856,What are the guidelines regarding savings?,BNSS,298,Savings
857,What are the guidelines regarding statements of accused not to be used?,BNSS,299,Statements of accused not to be used
858,How is non-application of chapter handled during a police investigation?,BNSS,300,Non-application of Chapter
859,How is definitions handled during a police investigation?,BNSS,301,Definitions
860,What are the guidelines regarding power to require attendance of prisoners?,BNSS,302,Power to require attendance of prisoners
861,What are the guidelines regarding power of state government or central government to exclude certain persons from operation of section 302?,BNSS,303,Power of State Government or Central Government to exclude certain persons from operation of section 302
862,What is the legal procedure for officer in charge of prison to abstain from carrying out order in certain contingencies?,BNSS,304,Officer in charge of prison to abstain from carrying out order in certain contingencies
863,What are the guidelines regarding prisoner to be brought to court in custody?,BNSS,305,Prisoner to be brought to Court in custody
864,How is power to issue commission for examination of witness in prison handled during a police investigation?,BNSS,306,Power to issue commission for examination of witness in prison
865,How is language of courts handled during a police investigation?,BNSS,307,Language of Courts
866,What is the process of evidence to be taken in presence of accused in court?,BNSS,308,Evidence to be taken in presence of accused
867,What is the legal procedure for record in summonscases and inquiries?,BNSS,309,Record in summonscases and inquiries
868,What is the process of record in warrant-cases in court?,BNSS,310,Record in warrant-cases
869,What is the process of record in trial before court of session in court?,BNSS,311,Record in trial before Court of Session
870,How is language of record of evidence handled during a police investigation?,BNSS,312,Language of record of evidence
871,What is the legal procedure for procedure in regard to such evidence when completed?,BNSS,313,Procedure in regard to such evidence when completed
872,What is the process of interpretation of evidence to accused or his advocate in court?,BNSS,314,Interpretation of evidence to accused or his advocate
873,What are the guidelines regarding remarks respecting demeanour of witness?,BNSS,315,Remarks respecting demeanour of witness
874,What is the process of record of examination of accused in court?,BNSS,316,Record of examination of accused
875,What is the process of interpreter to be bound to interpret truthfully in court?,BNSS,317,Interpreter to be bound to interpret truthfully
876,What is the legal procedure for record in high court?,BNSS,318,Record in High Court
877,What is the legal procedure for when attendance of witness may be dispensed with and commission issued?,BNSS,319,When attendance of witness may be dispensed with and commission issued
878,What is the legal procedure for commission to whom to be issued?,BNSS,320,Commission to whom to be issued
879,What is the process of execution of commissions in court?,BNSS,321,Execution of commissions
880,What is the legal procedure for parties may examine witnesses?,BNSS,322,Parties may examine witnesses
881,What are the guidelines regarding return of commission?,BNSS,323,Return of commission
882,What is the legal procedure for adjournment of proceeding?,BNSS,324,Adjournment of proceeding
883,What are the guidelines regarding execution of foreign commissions?,BNSS,325,Execution of foreign commissions
884,What is the process of deposition of medical witness in court?,BNSS,326,Deposition of medical witness
885,How is identification report of magistrate handled during a police investigation?,BNSS,327,Identification report of Magistrate
886,How is evidence of officers of mint handled during a police investigation?,BNSS,328,Evidence of officers of Mint
887,What are the guidelines regarding reports of certain government scientific experts?,BNSS,329,Reports of certain Government scientific experts
888,What is the legal procedure for no formal proof of certain documents?,BNSS,330,No formal proof of certain documents
889,What is the legal procedure for affidavit in proof of conduct of public servants?,BNSS,331,Affidavit in proof of conduct of public servants
890,How is evidence of formal character on affidavit handled during a police investigation?,BNSS,332,Evidence of formal character on affidavit
891,How is authorities before whom affidavits may be sworn handled during a police investigation?,BNSS,333,Authorities before whom affidavits may be sworn
892,What is the legal procedure for previous conviction or acquittal how proved?,BNSS,334,Previous conviction or acquittal how proved
893,How is record of evidence in absence of accused handled during a police investigation?,BNSS,335,Record of evidence in absence of accused
894,"What are the guidelines regarding evidence of public servants, experts, police officers in certain cases?",BNSS,336,"Evidence of public servants, experts, police officers in certain cases"
895,What is the legal procedure for person once convicted or acquitted not to be tried for same offence?,BNSS,337,Person once convicted or acquitted not to be tried for same offence
896,How is appearance by public prosecutors handled during a police investigation?,BNSS,338,Appearance by Public Prosecutors
897,What is the process of permission to conduct prosecution in court?,BNSS,339,Permission to conduct prosecution
898,How is right of person against whom proceedings are instituted to be defended handled during a police investigation?,BNSS,340,Right of person against whom proceedings are instituted to be defended
899,What are the guidelines regarding legal aid to accused at state expense in certain cases?,BNSS,341,Legal aid to accused at State expense in certain cases
900,What is the legal procedure for procedure when corporation or registered society is an accused?,BNSS,342,Procedure when corporation or registered society is an accused
901,What are the guidelines regarding tender of pardon to accomplice?,BNSS,343,Tender of pardon to accomplice
902,How is power to direct tender of pardon handled during a police investigation?,BNSS,344,Power to direct tender of pardon
903,What are the guidelines regarding trial of person not complying with conditions of pardon?,BNSS,345,Trial of person not complying with conditions of pardon
904,What are the guidelines regarding power to postpone or adjourn proceedings?,BNSS,346,Power to postpone or adjourn proceedings
905,What is the process of local inspection in court?,BNSS,347,Local inspection
906,"What is the process of power to summon material witness, or examine person present in court?",BNSS,348,"Power to summon material witness, or examine person present"
907,"What is the legal procedure for power of magistrate to order person to give specimen signatures or handwriting, etc?",BNSS,349,"Power of Magistrate to order person to give specimen signatures or handwriting, etc"
908,What is the process of expenses of complainants and witnesses in court?,BNSS,350,Expenses of complainants and witnesses
909,What is the legal procedure for power to examine accused?,BNSS,351,Power to examine accused
910,What is the legal procedure for oral arguments and memorandum of arguments?,BNSS,352,Oral arguments and memorandum of arguments
911,What is the legal procedure for accused person to be competent witness?,BNSS,353,Accused person to be competent witness
912,What are the guidelines regarding no influence to be used to induce disclosure?,BNSS,354,No influence to be used to induce disclosure
913,What is the legal procedure for provision for inquiries and trial being held in absence of accused in certain cases?,BNSS,355,Provision for inquiries and trial being held in absence of accused in certain cases
914,"How is inquiry, trial or judgment in absentia of proclaimed offender handled during a police investigation?",BNSS,356,"Inquiry, trial or judgment in absentia of proclaimed offender"
915,What are the guidelines regarding procedure where accused does not understand proceedings?,BNSS,357,Procedure where accused does not understand proceedings
916,What is the legal procedure for power to proceed against other persons appearing to be guilty of offence?,BNSS,358,Power to proceed against other persons appearing to be guilty of offence
917,How is compounding of offences handled during a police investigation?,BNSS,359,Compounding of offences
918,What are the guidelines regarding withdrawal from prosecution?,BNSS,360,Withdrawal from prosecution
919,What are the guidelines regarding procedure in cases which magistrate cannot dispose of?,BNSS,361,Procedure in cases which Magistrate cannot dispose of
920,"What are the guidelines regarding procedure when after commencement of inquiry or trial, magistrate finds case should be committed?",BNSS,362,"Procedure when after commencement of inquiry or trial, Magistrate finds case should be committed"
921,"What is the process of trial of persons previously convicted of offences against coinage, stamp-law or property in court?",BNSS,363,"Trial of persons previously convicted of offences against coinage, stamp-law or property."
922,What is the legal procedure for procedure when magistrate cannot pass sentence sufficiently severe?,BNSS,364,Procedure when Magistrate cannot pass sentence sufficiently severe
923,What is the process of conviction or commitment on evidence partly recorded by one magistrate and partly by another in court?,BNSS,365,Conviction or commitment on evidence partly recorded by one Magistrate and partly by another
924,What is the legal procedure for court to be open?,BNSS,366,Court to be open
925,What are the guidelines regarding procedure in case of accused being person of unsound mind?,BNSS,367,Procedure in case of accused being person of unsound mind
926,What is the process of procedure in case of person of unsound mind tried before court in court?,BNSS,368,Procedure in case of person of unsound mind tried before Court
927,What are the guidelines regarding release of person of unsound mind pending investigation or trial?,BNSS,369,Release of person of unsound mind pending investigation or trial
928,What are the guidelines regarding resumption of inquiry or trial?,BNSS,370,Resumption of inquiry or trial
929,What is the legal procedure for procedure on accused appearing before magistrate or court?,BNSS,371,Procedure on accused appearing before Magistrate or Court
930,What is the legal procedure for when accused appears to have been of sound mind?,BNSS,372,When accused appears to have been of sound mind
931,What are the guidelines regarding judgment of acquittal on ground of unsoundness of mind?,BNSS,373,Judgment of acquittal on ground of unsoundness of mind
932,What is the process of person acquitted on ground of unsoundness of mind to be detained in safe custody in court?,BNSS,374,Person acquitted on ground of unsoundness of mind to be detained in safe custody
933,What is the legal procedure for power of state government to empower officer in charge to discharge?,BNSS,375,Power of State Government to empower officer in charge to discharge
934,How is procedure where prisoner of unsound mind is reported capable of making his defence handled during a police investigation?,BNSS,376,Procedure where prisoner of unsound mind is reported capable of making his defence
935,What are the guidelines regarding procedure where person of unsound mind detained is declared fit to be released?,BNSS,377,Procedure where person of unsound mind detained is declared fit to be released
936,How is delivery of person of unsound mind to care of relative or friend handled during a police investigation?,BNSS,378,Delivery of person of unsound mind to care of relative or friend
937,What is the legal procedure for procedure in cases mentioned in section 215?,BNSS,379,Procedure in cases mentioned in section 215
938,What are the guidelines regarding appeal?,BNSS,380,Appeal
939,What are the guidelines regarding power to order costs?,BNSS,381,Power to order costs
940,How is procedure of magistrate taking cognizance handled during a police investigation?,BNSS,382,Procedure of Magistrate taking cognizance
941,What is the legal procedure for summary procedure for trial for giving false evidence?,BNSS,383,Summary procedure for trial for giving false evidence
942,What are the guidelines regarding procedure in certain cases of contempt?,BNSS,384,Procedure in certain cases of contempt
943,What are the guidelines regarding procedure where court considers that case should not be dealt with under section 384?,BNSS,385,Procedure where Court considers that case should not be dealt with under section 384
944,How is when registrar or sub-registrar to be deemed a civil court handled during a police investigation?,BNSS,386,When Registrar or Sub-Registrar to be deemed a Civil Court
945,What are the guidelines regarding discharge of offender on submission of apology?,BNSS,387,Discharge of offender on submission of apology
946,What is the process of imprisonment or committal of person refusing to answer or produce document in court?,BNSS,388,Imprisonment or committal of person refusing to answer or produce document
947,What is the process of summary procedure for punishment for non-attendance by a witness in obedience to summons in court?,BNSS,389,Summary procedure for punishment for non-attendance by a witness in obedience to summons
948,"What is the legal procedure for appeals from convictions under sections 383, 384, 388 and 389?",BNSS,390,"Appeals from convictions under sections 383, 384, 388 and 389"
949,What is the process of certain judges and magistrates not to try certain offences when committed before themselves in court?,BNSS,391,Certain Judges and Magistrates not to try certain offences when committed before themselves
950,What is the legal procedure for judgment?,BNSS,392,Judgment
951,What is the legal procedure for language and contents of judgment?,BNSS,393,Language and contents of judgment
952,How is order for notifying address of previously convicted offender handled during a police investigation?,BNSS,394,Order for notifying address of previously convicted offender
953,What is the process of order to pay compensation in court?,BNSS,395,Order to pay compensation
954,What are the guidelines regarding victim compensation scheme?,BNSS,396,Victim compensation scheme
955,What are the guidelines regarding treatment of victims?,BNSS,397,Treatment of victims
956,What is the process of witness protection scheme in court?,BNSS,398,Witness protection scheme
957,How is compensation to persons groundlessly arrested handled during a police investigation?,BNSS,399,Compensation to persons groundlessly arrested
958,How is order to pay costs in non-cognizable cases handled during a police investigation?,BNSS,400,Order to pay costs in non-cognizable cases
959,What is the process of order to release on probation of good conduct or after admonition in court?,BNSS,401,Order to release on probation of good conduct or after admonition
960,What are the guidelines regarding special reasons to be recorded in certain cases?,BNSS,402,Special reasons to be recorded in certain cases
961,What are the guidelines regarding court not to alter judgment?,BNSS,403,Court not to alter judgment
962,How is copy of judgment to be given to accused and other persons handled during a police investigation?,BNSS,404,Copy of judgment to be given to accused and other persons
963,What is the process of judgment when to be translated in court?,BNSS,405,Judgment when to be translated
964,What are the guidelines regarding court of session to send copy of finding and sentence to district magistrate?,BNSS,406,Court of Session to send copy of finding and sentence to District Magistrate
965,How is sentence of death to be submitted by court of session for confirmation handled during a police investigation?,BNSS,407,Sentence of death to be submitted by Court of Session for confirmation
966,What is the process of power to direct further inquiry to be made or additional evidence to be taken in court?,BNSS,408,Power to direct further inquiry to be made or additional evidence to be taken
967,What are the guidelines regarding power of high court to confirm sentence or annul conviction?,BNSS,409,Power of High Court to confirm sentence or annul conviction
968,What is the process of confirmation or new sentence to be signed by two judges in court?,BNSS,410,Confirmation or new sentence to be signed by two Judges
969,What is the process of procedure in case of difference of opinion in court?,BNSS,411,Procedure in case of difference of opinion
970,What are the guidelines regarding procedure in cases submitted to high court for confirmation?,BNSS,412,Procedure in cases submitted to High Court for confirmation
971,What are the guidelines regarding no appeal to lie unless otherwise provided?,BNSS,413,No appeal to lie unless otherwise provided
972,What is the legal procedure for appeal from orders requiring security or refusal to accept or rejecting surety for keeping peace or good behavior?,BNSS,414,Appeal from orders requiring security or refusal to accept or rejecting surety for keeping peace or good behavior
973,What are the guidelines regarding appeals from convictions?,BNSS,415,Appeals from convictions
974,How is no appeal in certain cases when accused pleads guilty handled during a police investigation?,BNSS,416,No appeal in certain cases when accused pleads guilty
975,What is the process of no appeal in petty cases in court?,BNSS,417,No appeal in petty cases
976,How is appeal by state government against sentence handled during a police investigation?,BNSS,418,Appeal by State Government against sentence
977,What is the legal procedure for appeal in case of acquittal?,BNSS,419,Appeal in case of acquittal
978,What is the process of appeal against conviction by high court in certain cases in court?,BNSS,420,Appeal against conviction by High Court in certain cases
979,What is the process of special right of appeal in certain cases in court?,BNSS,421,Special right of appeal in certain cases
980,How is appeal to court of session how heard handled during a police investigation?,BNSS,422,Appeal to Court of Session how heard
981,What are the guidelines regarding petition of appeal?,BNSS,423,Petition of appeal
982,What is the legal procedure for procedure when appellant in jail?,BNSS,424,Procedure when appellant in jail
983,What is the process of summary dismissal of appeal in court?,BNSS,425,Summary dismissal of appeal
984,What is the process of procedure for hearing appeals not dismissed summarily in court?,BNSS,426,Procedure for hearing appeals not dismissed summarily
985,How is powers of appellate court handled during a police investigation?,BNSS,427,Powers of Appellate Court
986,What is the legal procedure for judgments of subordinate appellate court?,BNSS,428,Judgments of subordinate Appellate Court
987,How is order of high court on appeal to be certified to lower court handled during a police investigation?,BNSS,429,Order of High Court on appeal to be certified to lower Court
988,What is the process of suspension of sentence pending appeal; release of appellant on bail in court?,BNSS,430,Suspension of sentence pending appeal; release of appellant on bail
989,What is the legal procedure for arrest of accused in appeal from acquittal?,BNSS,431,Arrest of accused in appeal from acquittal
990,What is the process of appellate court may take further evidence or direct it to be taken in court?,BNSS,432,Appellate Court may take further evidence or direct it to be taken
991,What is the process of procedure where judges of court of appeal are equally divided in court?,BNSS,433,Procedure where Judges of Court of appeal are equally divided
992,How is finality of judgments and orders on appeal handled during a police investigation?,BNSS,434,Finality of judgments and orders on appeal
993,What is the process of abatement of appeals in court?,BNSS,435,Abatement of appeals
994,What is the legal procedure for reference to high court?,BNSS,436,Reference to High Court
995,What are the guidelines regarding disposal of case according to decision of high court?,BNSS,437,Disposal of case according to decision of High Court
996,What are the guidelines regarding calling for records to exercise powers of revision?,BNSS,438,Calling for records to exercise powers of revision
997,What is the legal procedure for power to order inquiry?,BNSS,439,Power to order inquiry
998,What is the process of sessions judge's powers of revision in court?,BNSS,440,Sessions Judge's powers of revision
999,What is the legal procedure for power of additional sessions judge?,BNSS,441,Power of Additional Sessions Judge
1000,What is the legal procedure for high court's powers of revision?,BNSS,442,High Court's powers of revision
1001,How is power of high court to withdraw or transfer revision cases handled during a police investigation?,BNSS,443,Power of High Court to withdraw or transfer revision cases
1002,How is option of court to hear parties handled during a police investigation?,BNSS,444,Option of Court to hear parties
1003,What is the process of high court's order to be certified to lower court in court?,BNSS,445,High Court's order to be certified to lower Court
1004,How is power of supreme court to transfer cases and appeals handled during a police investigation?,BNSS,446,Power of Supreme Court to transfer cases and appeals
1005,What is the process of power of high court to transfer cases and appeals in court?,BNSS,447,Power of High Court to transfer cases and appeals
1006,What is the process of power of sessions judge to transfer cases and appeals in court?,BNSS,448,Power of Sessions Judge to transfer cases and appeals
1007,How is withdrawal of cases and appeals by sessions judges handled during a police investigation?,BNSS,449,Withdrawal of cases and appeals by Sessions Judges
1008,How is withdrawal of cases by judicial magistrates handled during a police investigation?,BNSS,450,Withdrawal of cases by Judicial Magistrates
1009,What is the legal procedure for making over or withdrawal of cases by executive magistrates?,BNSS,451,Making over or withdrawal of cases by Executive Magistrates
1010,What are the guidelines regarding reasons to be recorded?,BNSS,452,Reasons to be recorded
1011,What is the process of execution of order passed under section 409 in court?,BNSS,453,Execution of order passed under section 409
1012,What is the process of execution of sentence of death passed by high court in court?,BNSS,454,Execution of sentence of death passed by High Court
1013,What are the guidelines regarding postponement of execution of sentence of death in case of appeal to supreme court?,BNSS,455,Postponement of execution of sentence of death in case of appeal to Supreme Court.
1014,What is the legal procedure for commutation of sentence of death on pregnant woman?,BNSS,456,Commutation of sentence of death on pregnant woman
1015,What is the legal procedure for power to appoint place of imprisonment?,BNSS,457,Power to appoint place of imprisonment
1016,What are the guidelines regarding execution of sentence of imprisonment?,BNSS,458,Execution of sentence of imprisonment
1017,What is the process of direction of warrant for execution in court?,BNSS,459,Direction of warrant for execution
1018,What is the legal procedure for warrant with whom to be lodged?,BNSS,460,Warrant with whom to be lodged
1019,What is the legal procedure for warrant for levy of fine?,BNSS,461,Warrant for levy of fine
1020,How is effect of such warrant handled during a police investigation?,BNSS,462,Effect of such warrant
1021,How is warrant for levy of fine issued by a court in any territory to which this sanhita does not extend handled during a police investigation?,BNSS,463,Warrant for levy of fine issued by a Court in any territory to which this Sanhita does not extend.
1022,What is the legal procedure for suspension of execution of sentence of imprisonment?,BNSS,464,Suspension of execution of sentence of imprisonment
1023,What is the process of who may issue warrant in court?,BNSS,465,Who may issue warrant
1024,What is the process of sentence on escaped convict when to take effect in court?,BNSS,466,Sentence on escaped convict when to take effect
1025,What is the legal procedure for sentence on offender already sentenced for another offence?,BNSS,467,Sentence on offender already sentenced for another offence
1026,How is period of detention undergone by accused to be set off against sentence of imprisonment handled during a police investigation?,BNSS,468,Period of detention undergone by accused to be set off against sentence of imprisonment
1027,What is the process of saving in court?,BNSS,469,Saving
1028,What is the process of return of warrant on execution of sentence in court?,BNSS,470,Return of warrant on execution of sentence
1029,What are the guidelines regarding money ordered to be paid recoverable as a fine?,BNSS,471,Money ordered to be paid recoverable as a fine
1030,What is the legal procedure for mercy petition in death sentence cases?,BNSS,472,Mercy petition in death sentence cases
1031,What are the guidelines regarding power to suspend or remit sentences?,BNSS,473,Power to suspend or remit sentences
1032,What is the legal procedure for power to commute sentence?,BNSS,474,Power to commute sentence
1033,How is restriction on powers of remission or commutation in certain cases handled during a police investigation?,BNSS,475,Restriction on powers of remission or commutation in certain cases
1034,How is concurrent power of central government in case of death sentences handled during a police investigation?,BNSS,476,Concurrent power of Central Government in case of death sentences
1035,What are the guidelines regarding state government to act after concurrence with central government in certain cases?,BNSS,477,State Government to act after concurrence with Central Government in certain cases
1036,What are the guidelines regarding in what cases bail to be taken?,BNSS,478,In what cases bail to be taken
1037,What is the legal procedure for maximum period for which under trial prisoner can be detained?,BNSS,479,Maximum period for which under trial prisoner can be detained
1038,What is the legal procedure for when bail may be taken in case of non-bailable offence?,BNSS,480,When bail may be taken in case of non-bailable offence
1039,What is the legal procedure for bail to require accused to appear before next appellate court?,BNSS,481,Bail to require accused to appear before next Appellate Court
1040,How is direction for grant of bail to person apprehending arrest handled during a police investigation?,BNSS,482,Direction for grant of bail to person apprehending arrest
1041,How is special powers of high court or court of session regarding bail handled during a police investigation?,BNSS,483,Special powers of High Court or Court of Session regarding bail
1042,How is amount of bond and reduction thereof handled during a police investigation?,BNSS,484,Amount of bond and reduction thereof
1043,How is bond of accused and sureties handled during a police investigation?,BNSS,485,Bond of accused and sureties
1044,What is the process of declaration by sureties in court?,BNSS,486,Declaration by sureties
1045,What are the guidelines regarding discharge from custody?,BNSS,487,Discharge from custody
1046,How is power to order sufficient bail when that first taken is insufficient handled during a police investigation?,BNSS,488,Power to order sufficient bail when that first taken is insufficient
1047,What are the guidelines regarding discharge of sureties?,BNSS,489,Discharge of sureties
1048,What is the legal procedure for deposit instead of recognizance?,BNSS,490,Deposit instead of recognizance
1049,How is procedure when bond has been forfeited handled during a police investigation?,BNSS,491,Procedure when bond has been forfeited
1050,What is the legal procedure for cancellation of bond and bail bond?,BNSS,492,Cancellation of bond and bail bond
1051,How is procedure in case of insolvency or death of surety or when a bond is forfeited handled during a police investigation?,BNSS,493,Procedure in case of insolvency or death of surety or when a bond is forfeited
1052,What is the legal procedure for bond required from child?,BNSS,494,Bond required from child
1053,How is appeal from orders under section 491 handled during a police investigation?,BNSS,495,Appeal from orders under section 491
1054,What are the guidelines regarding power to direct levy of amount due on certain recognizances?,BNSS,496,Power to direct levy of amount due on certain recognizances
1055,How is order for custody and disposal of property pending trial in certain cases handled during a police investigation?,BNSS,497,Order for custody and disposal of property pending trial in certain cases
1056,What is the legal procedure for order for disposal of property at conclusion of trial?,BNSS,498,Order for disposal of property at conclusion of trial
1057,How is payment to innocent purchaser of money found on accused handled during a police investigation?,BNSS,499,Payment to innocent purchaser of money found on accused
1058,How is appeal against orders under section 498 or section 499 handled during a police investigation?,BNSS,500,Appeal against orders under section 498 or section 499
1059,What are the guidelines regarding destruction of libellous and other matter?,BNSS,501,Destruction of libellous and other matter
1060,What are the guidelines regarding power to restore possession of immovable property?,BNSS,502,Power to restore possession of immovable property
1061,How is procedure by police upon seizure of property handled during a police investigation?,BNSS,503,Procedure by police upon seizure of property
1062,What are the guidelines regarding procedure where no claimant appears within six months?,BNSS,504,Procedure where no claimant appears within six months
1063,What is the legal procedure for power to sell perishable property?,BNSS,505,Power to sell perishable property
1064,What are the guidelines regarding irregularities which do not vitiate proceedings?,BNSS,506,Irregularities which do not vitiate proceedings
1065,What is the legal procedure for irregularities which vitiate proceedings?,BNSS,507,Irregularities which vitiate proceedings
1066,What are the guidelines regarding proceedings in wrong place?,BNSS,508,Proceedings in wrong place
1067,How is non-compliance with provisions of section 183 or section 316 handled during a police investigation?,BNSS,509,Non-compliance with provisions of section 183 or section 316
1068,"How is effect of omission to frame, or absence of, or error in, charge handled during a police investigation?",BNSS,510,"Effect of omission to frame, or absence of, or error in, charge"
1069,"How is finding or sentence when reversible by reason of error, omission or irregularity handled during a police investigation?",BNSS,511,"Finding or sentence when reversible by reason of error, omission or irregularity"
1070,What are the guidelines regarding defect or error not to make attachment unlawful?,BNSS,512,Defect or error not to make attachment unlawful
1071,What are the guidelines regarding definitions?,BNSS,513,Definitions
1072,How is bar to taking cognizance after lapse of period of limitation handled during a police investigation?,BNSS,514,Bar to taking cognizance after lapse of period of limitation
1073,How is commencement of period of limitation handled during a police investigation?,BNSS,515,Commencement of period of limitation
1074,What is the process of exclusion of time in certain cases in court?,BNSS,516,Exclusion of time in certain cases
1075,What is the legal procedure for exclusion of date on which court is closed?,BNSS,517,Exclusion of date on which Court is closed
1076,How is continuing offence handled during a police investigation?,BNSS,518,Continuing offence
1077,How is extension of period of limitation in certain cases handled during a police investigation?,BNSS,519,Extension of period of limitation in certain cases
1078,What is the process of trials before high courts in court?,BNSS,520,Trials before High Courts
1079,What are the guidelines regarding delivery to commanding officers of persons liable to be tried by court-martial?,BNSS,521,Delivery to commanding officers of persons liable to be tried by Court-martial
1080,What are the guidelines regarding forms?,BNSS,522,Forms
1081,How is power of high court to make rules handled during a police investigation?,BNSS,523,Power of High Court to make rules
1082,What is the legal procedure for power to alter functions allocated to executive magistrate in certain cases?,BNSS,524,Power to alter functions allocated to Executive Magistrate in certain cases
1083,What is the process of cases in which judge or magistrate is personally interested in court?,BNSS,525,Cases in which Judge or Magistrate is personally interested
